id,cs,texto
229,1,"#WQNoticia| Steve"""" auxiliar médico en el noreste de Inglaterra"""" contrajo el coronavirus hace dos meses. Después se enfermó su esposa. Ambos se recuperaron"""" pero les estresaba el temor de infectar a sus dos hijos. El covid-19 pasa también factura a nivel psicológico.#médico #Salud https://t.co/mhkRu6Q8YA"
230,1,"#Ecuador  #Covid19 | #Manabí superó hoy la barrera de 2 mil casos de coronavirus. #Portoviejo"""" #Manta y #Jipijapa son sus cantones con más contagios &gt"
231,1,"¡Atención! 5 pacientes fueron dado de alta hospitalaria del área Covid-19 del Hospital Teófilo Dávila de #Machala"""" en total suman 145 altas desde el inicio de la pandemia en esta casa de salud. Machala registra 603 casos de coronavirus"""" de los cuales 113 personas han fallecido. https://t.co/qaIcXyOuUe"
232,1,Japón y Europa piden una vacuna accesible y global contra el coronavirus COVID-19. ? https://t.co/r0gFWgOrpQ
233,1,"#coronavirusenEcuador  El pico de contagio de coronavirus COVID-19 en Quito ya pasó"""" según ministro de Salud. ? https://t.co/Jdx283P9nL https://t.co/KXs1iyaZHT"
234,1,"?? #Mundo | El líder ruso agradeció a los especialistas militares por la asistencia que brindaron a Italia"""" Serbia y otros países en la lucha contra el covid-19. Los detalles ?? https://t.co/rBFLHVLzCE"
235,1,"??Bukele afirma que toma hidroxicloroquina de modo profiláctico contra el covid-19 como """"""""la mayoría"""""""" de líderes mundiales ??El presidente de El Salvador"""" Nayib Bukele"""" comunicó el pasado 26 de mayo que toma hidroxicloroquina de manera preventiva contra el coronavirus https://t.co/wr3cuFKPUp"
236,1,"??Bukele afirma que toma hidroxicloroquina de modo profiláctico contra el covid-19 como """"""""la mayoría"""""""" de líderes mundiales ??El presidente de El Salvador"""" Nayib Bukele"""" comunicó el pasado 26 de mayo que toma hidroxicloroquina de manera preventiva contra el coronavirus  . https://t.co/D0bu1mLUAU"
237,1,SISTEMA DE LAVAMANOS ANTI COVID-19??????  Para prevenir el coronavirus es importante lavar tus manos frecuentemente AUTOMATIZA Y AHORRA EL CONSUMO DE AGUA DE TU LAVABO A MUY BUEN PRECIO No más contacto con la llave de agua   CONTACTOS: 0997297658/sbpanchi@yahoo.com https://t.co/m991oNdH56
238,1,"En las últimas 24 horas"""" 8.338 personas más (+ 2""""3 %) han dado positivo por covid-19 en Rusia"""" donde el número total de infectados con el nuevo coronavirus se sitúa en 370.680"""" informan las autoridades sanitarias del país."
239,1,"Recuperado y con buen humor"""" Alberto de Mónaco retoma su agenda visitando un centro de pruebas del COVID-19 https://t.co/rgyWwzOJ6j"
240,1,"@lahoz_mateo @valentmo @antonlosada A ver señor"""" si se empezaron a tomar medidas el día 9 el gobierno se adelantó a la OMS que declaró como pandemia el Cobib-19 el día 11 de marzo https://t.co/jLvBIt7pIy"
241,1,"Muchísimas Gracias por RT """"""""????22/05/2020 (por Pepito G.): """"""""Coronavirus (COVID-19"""" SARS-CoV-2): Teletrabajo"""" “Para Cada Empleado Concreto”"""""""" https://t.co/Y0agrwMZbv????""""""""@Higinio_Pulido"""" que se conozcan los Datos. Salud-Salut-Saúde-Gora zu (leído Gora ssu)-Cheers-Prost-Kanpai??????"
242,1,Dos policías y un funcionario público de Latacunga dieron positivo a covid-19 https://t.co/JWjS1rCuxp
243,1,"No es sólo por la edad Descubren que la obesidad es UNO DE LOS MAYORES FACTORES DE RIESGO de un Covid-19 grave.  """"""""Si tienes sobrepeso no pienses que si tienes 35 años estás más seguro que tu madre o tus abuelos de 60 o 70 años""""""""  Mejor dieta y más ejercicio https://t.co/wJ87IKuCJO"
244,1,"'Me pidieron dejar el departamento por ser personal de salud'"""" relata médico ecuatoriano que trata covid-19 | El Comercio https://t.co/Td9P12KU61"
245,1,"Desde hace miles de años han existido pandemias"""" algunas han borrados hasta centenas de millones de gente. Creo hemos avanzado. Past plagues offer lessons for society after the coronavirus pandemic https://t.co/YA1JvsqsPz"
246,1,"Latam airlines seguirán operando y brindando sus servicios"""" pese a seguir un proceso de bancarrota. #coronavirus #GacetaGuayaca #Covid_19 https://t.co/VPigVeGDrT"
247,1,"#MUNDO |  El gobierno de #Rusia sólo reconoce 101 trabajadores sanitarios fallecidos por el coronavirus #Covid19"""" pero otras fuentes aseguran que son muchos más &gt"
248,1,"#Reactivate2020 #Covid_19 Ya en circulación Ejemplar Digital de Mayo"""" Happy Mother's Day"""" Como crear Negocios Rentables en tiempos de #Coronavirus"""" Aspectos psicológicos ante la Pandemia y mas.. Consulta nuestros servicios de Asesoramiento Comercial y publicitario Al 443-333-6408 https://t.co/9YAVvGmKA4"
249,1,"#coronavirusenEcuador  El pico de contagio de coronavirus COVID-19 en Quito ocurrió entre el 26 y el 30 de abril"""" reveló ministro de Salud. ? https://t.co/Jdx283P9nL https://t.co/GmRT6qpkcw"
250,1,"#Ecuador  #Covid19 | #Manabí superó hoy la barrera de 2 mil casos de coronavirus. #Portoviejo"""" #Manta y #Jipijapa son sus cantones con más contagios &gt"
251,1,???????????????? - ?????????????? ???? Salud admite retraso para notificar a pacientes que se curan de Covid 19 https://t.co/qY09OmRvar
252,1,¿Se tratará en la serie animada Rick and Morty temas relacionados al nuevo coronavirus? Entérate. ?? https://t.co/KNnT0IFoLQ
253,1,"¿Cómo se reinventan las oficinas frente a la actual situación de la COVID -19?  Conoce la opinión de Daniel Montalvo"""" Director de la  Maestría en Gestión del Talento Humano"""" en la siguiente nota de la @RevistaLideres ??  https://t.co/1fbdwu7Bl1"
254,1,?? ATENCIÓN | #ECUADOR  Los casos de coronavirus #COVID19 superaron la barrera de los dos mil en #Manabí. Estas son las cifras oficiales del Ministerio de Salud &gt
255,1,"La @espol también va tras una vacuna contra el Covid-19.  Más que a la competencia global"""" apunta a crear una plataforma para producir antígenos propios y reducir la dependencia extranjera.   https://t.co/8rKIud76PV"
256,1,??¡DESINFECCIÓN DE EDIFICIOS! ???????¡DESINFECTAMOS TUS ESPACIOS Y VEHÍCULOS! -- ¡EVITA MOLESTIAS A FUTURO! 16 años en servicio para su tranquilidad?? • Inf. 0982434333????  #coronavirus #Covid_19 #Samborondon #Ecuador #guayaquil #fumigacionguayaquil #desinfeccionguayaquil https://t.co/tS3HatQLnA
257,1,"Este martes 26 de mayo"""" Ecuador registra 37.656 casos positivos de coronavirus y un total de 5.276 decesos en el contexto de la pandemia: 3.221 muertes confirmadas por covid-19 y 2055 fallecidos probables.  https://t.co/NuSNfc36FR https://t.co/JHugCUML3O"
258,1,Si quieres aplicar para estudiar en el #ReinoUnido durante el período 2020/2021 infórmate aquí ??  https://t.co/3nDGEjejgh ¡La mejor educación del ?? espera por ti! #WeAreTogether ?????????????????? https://t.co/C26eVMCQdY
259,1,Las etiquetas para la ropa.  . . . . #elite #EliteNetflix #EsterExposito #portrait #retrato #blackandwhite #ballpen #drawing #netflix #dibujo #tinta #ink #boligrafo #stay #QuarantineLife #Practice #coronavirus #Covid_19 #icantbreathe #backtoschool # https://t.co/xNuh8sk6ML
260,1,"Los pacientes de #coronavirus dejan de ser infecciosos 11 días después de contraer la enfermedad"""" incluso si continúan dando positivo por #covid_19 el doceavo día"""" según un nuevo estudio. ?https://t.co/P8fGzUNVXi https://t.co/cHeylBDxJY"
261,1,??#NOTICIAS: El Municipio de Santo Domingo entregó 100 bombas de fumigación a varios dirigentes de barrios y cooperativas de viviendas. Con la finalidad de que se haga la desinfección en cada sector para evitar la propagación del COVID-19. (CZ)  https://t.co/0eZH2OYXG9
262,1,"#Ecuador  #Covid19 | #Manabí superó hoy la barrera de 2 mil casos de coronavirus. #Portoviejo"""" #Manta y #Jipijapa son sus cantones con más contagios &gt"
263,1,"#MUNDO |  El gobierno de #Rusia sólo reconoce 101 trabajadores sanitarios fallecidos por el coronavirus #Covid19"""" pero otras fuentes aseguran que son muchos más &gt"
264,1,"#MUNDO |  El gobierno de #Rusia sólo reconoce 101 trabajadores sanitarios fallecidos por el coronavirus #Covid19"""" pero otras fuentes aseguran que son muchos más &gt"
265,1,"Italia registró 78 nuevos muertos por coronavirus COVID-19 en las últimas 24 horas"""" mientras que se produjo una importante reducción de enfermos en todas las regiones"""" según informó Protección Civil. https://t.co/iGnl3p8YHt"
266,1,#URGENTE 1050 casos confirmados de coronavirus en El Oro. 177 fallecidos por COVID-19 en la provincia. https://t.co/4bUisTKp3W
267,1,"Científicos chinos de la Universidad Médica de Guangzhou lograron detectar el SARS-CoV-2 vivo en las heces de pacientes que murieron a causa del covid-19"""" lo que sugiere que el coronavirus puede transmitirse a través de la inhalación de partículas de excrementos infectados."
268,1,"OMS suspende la hidroxicloroquina en exámenes contra COVID-19. La principal institución de salud en el mundo"""" la OMS"""" anunció los usos clínicos de hidroxicloroquina para tratar la COVID-19"""" atendiendo a las advertencias de varios expertos médicos. https://t.co/X2oXXNBpG2 ? VOA https://t.co/xzbNV7cVPe"
269,1,"Datos actualizados de #Covid_19 en #Ecuador.  Pichincha registra el 12""""6% de contagios por #Coronavirus en todo el país: https://t.co/wTVRaOOkQm https://t.co/7RjQ9tPgpY"
270,1,"¿Aburrido de comer siempre lo mismo? ????Es facil"""" solo tienes que ir con #ElChamoPepiDog pedir tu favorito.?? Acuerdate que solo es para llevar. . . . #PepiDog #Ecuador #Daule #Venezolano #Barquisimeto #Pepito #Delicioso #ComidaRapida #COVID-19 #Coronavirus https://t.co/T5ezKEwlwz"
271,1,?? ATENCIÓN | #ECUADOR  Los casos de coronavirus #COVID19 superaron la barrera de los dos mil en #Manabí. Estas son las cifras oficiales del Ministerio de Salud &gt
272,1,?? ATENCIÓN | #ECUADOR  Los casos de coronavirus #COVID19 superaron la barrera de los dos mil en #Manabí. Estas son las cifras oficiales del Ministerio de Salud &gt
273,1,En #Guayaquil el #semáforo #amarillo  es una etapa INTERMEDIA que se viene realizando con una desesperada lucha por volver a la normalidad. Tengamos claro que es de disciplina y paciencia. Cumplir los #protocolos. #coronavirus #Covid_19 #regreso #trabajopazyvida https://t.co/SzQtoPbjbf
274,1,"TECNOLOGÍA SERVICIOS E INSUMOS MÉDICOS PARA AMERICA LATINA  ?? Para Hospitales"""" Clínicas y Laboratorios ??  https://t.co/DCkV4piWJ7  #insumos #medicos #meditech #medicina #quirurgia #doctor #medico #covid_19 #coronavirus #científico https://t.co/MoktpIUk8H"
275,1,#NuevosOrizontes. Presentación de temas muy interesantes. Profundizando los conocimientos. Utilizando la aplicación.Edición especial sobre el coronavirus y la enfermedad Covid 19. Se actualiza todo los días. online.://padlet.com/gianruffa/Bookmarks
276,1,Suficientes malas noticias por hoy :(   https://t.co/Go1BFB6eOZ
277,1,¿Se acerca una segunda ola de COVID-19? Esta es la respuesta de la Organización Mundial de la Salud-&gt
278,1,"#COVID19 | Según los responsables del proyecto"""" si los tests sobre los primates son positivos"""" los ensayos sobre humanos podrían empezar en octubre y la vacuna podría estar disponible a fines de 2021. ?? https://t.co/Vxt2J4AB0a"
279,1,"Latam"""" la principal aerolínea de América Latina"""" se declara en quiebra en EE.UU. por el coronavirus https://t.co/lcppWViMtK vía @ABCeconomia"
280,1,"#China registra 11 nuevos contagios por #coronavirus"""" https://t.co/7i7mG6eNKW"
281,1,"El nuevo coronavirus o SARS-CoV-2"""" causante del COVID-19"""" aún afecta a Ecuador y al mundo entero. Todo lo que debes saber"""" actualizado todo el día:"
282,1,@horaciorlarreta te pide distanciamiento social... Acá el pro testeando en soldati. Aún creen que con barbijo son inmunes. Nadie de cubre los ojos...lugar principal por donde entra el #coronavirus .. #quepelotudossonlospoliticos #Covid_19 #cuarentena  #
283,1,COVID-19: Pacientes con coronavirus dejan de ser infecciosos después de 11 días https://t.co/szquv2TK5Y vía @revistavistazo
284,1,Todo listo para el webinar gratuito con aval y certificado de asistencia de la Universidad Israel. Link directo para inscripción: https://t.co/vtIHcqjQUY #seguridad #salud #riesgopsicosocial #covid_19 #Sarscov2 #coronavirus #COVID_19 #incertidumbre #pandemia https://t.co/AldMZXZuck
285,1,"No"""" Italia no ha descubierto la cura para el coronavirus ni el COVID-19 es una bacteria. https://t.co/Sp4INTDjWO ? RTVE https://t.co/sD4Bc5USAa"
286,1,"Me da mas confianza y esperanza"""" ver esta entrevista.  Parece que en la altura"""" el #coronavirus es menos efectivo!  Analizamos con el Dr. Claudio Galarza la situación del Covid-19 en Cuenca https://t.co/QAhqQ4kLM2 vía @YouTube"
287,1,"#Coronavirus @LATAMAirlines se acoge a ley de bancarrota y busca una reestructuración en medio de la crisis por el COVID-19"""" incluye filiales como @LATAM_CHI @LATAM_ECU @LATAM_CO entre otros. https://t.co/GUMKQiweMi"
288,1,El Comité Especial de Emergencia por Coronavirus en #Guayaquil hizo la donación de 1.500 mascarillas y 250 tratamientos a #Cuenca el Alcalde @pedropalaciosu entregó estos implementos a la @emac_ep para el uso y protección de su personal. #Noticias #Covid_19 @DoraOrdonezC https://t.co/ulfkQlUHag
289,1,"Buenas noticias. Estudio en Nueva York comprueba que el 98% de pacientes con COVID-19"""" aun en casos leves"""" generó inmunidad.  ? https://t.co/QEWH27ztiX https://t.co/CdHZbF1zhx"
290,1,"Te dicen que hay que cuidar a los adultos mayores pero no te dejan ir a cuidarlos. Tenés que sacar un permiso todos los días""""porque dura 48 hs y tardan 24 hs en dártelo. #COVID__19 #Coronavirus #CuarentenaTotal #PermisoDeCirculacion @edufeiok @lajeantonio @facupastor @majulluis"
291,1,Ami siempre me aburro en esta cuarentena ???? pero bueno así es la vida :'v • • • Autor: @Alvoxy14  • • • #anime #animeicons #animeedit #animememes #icons #iconsanime #cuarentena #coronavirus #covid_19 #free #nagisa… https://t.co/LPHdwQ1HEv
292,1,Mañana conoceremos un innovador e interesante emprendimiento que se desarrolla en #Loja y conoceremos toda la inmensa ayuda social que ha brindado  la Fundación Valencia Integraciones.  #covid_19 #coronavirus #cuarentena #Guayaquil #emprendimiento #emprendedoresonline https://t.co/dFv9Xy8QG9
293,1,"?? #ATENCIÓN | Estados Unidos superó los 100.000 fallecidos por el coronavirus #COVID19"""" siendo el país más golpeado por la pandemia &gt"
294,1,La cuarentena por la pandemia del Coronavirus (Covid 19) hacía pensar que las grandes marcas asumirían el reto del comercio electrónico. Empezaba la era de la transformación digital. Pero no fue así. https://t.co/GGcebRXeKm https://t.co/Fim7vgqZf5
295,1,Responde la encuesta de percepción sobre la situación del sector productivo en el departamento de Nariño a raíz del #Covid_19  #Comerciantes #SectorProductivo #empresarios  #reactivacioneconomica   https://t.co/twH4r0WrsF
296,1,BBC News Mundo - Coronavirus: Corea del Sur cierra cientos de escuelas recién abiertas tras nuevos brotes de covid-19 https://t.co/YwQ4BH20pr
297,1,"""El presidente de Venezuela"""" Nicolás Maduro"""" denunció este miércoles la campaña mediática emprendida contra el país suramericano sobre la gestión del Gobierno nacional ante la pandemia del nuevo coronavirus"""""""" https://t.co/RVyqjmjEOZ"
298,1,??.#2Junio - .#RepublicaDominicana???? ?? Entra en la fase 2 de reapertura gradual.  ?? https://t.co/lmpMdLyCf8   #News #Noticias #Informativo #Actualidad #YoSoyPlay #PlayTv #PlayMagazine #RadioPlay #newspaper #revista #magazine #periódico #health #COVID19 https://t.co/l0HwhG6LkD
299,1,Mañana hablaremos de la importancia de la educación #parvularia y también como alejar los pensamientos negativos y la depresión en tiempos de #cuarentena  Los esperamos por @Radio11Q mañana a las 13h00.  #covid_19 #coronavirus #cuarentena #Guayaquil #ecuador  #educaciononline https://t.co/LMlJ6gz2Od
300,1,"Nicolás Fernández"""" vicecanciller de la #UIDE destaca el trabajo de los graduados de medicina que están en primera línea para enfrentar el #Covid_19 y los graduados de mecatrónica y mecánica automotriz que ensamblaron un ventilador para los enfermos del coronavirus. #universidades"
301,1,"Tenemos pocos días para recolectar fondos para los Recicladores de #Quito  Su trabajo salva el planeta"""" cuids nuestra ciudad ¡Apoyémoslos! Dona aquí: #coronavirus #JuntosEcuador #Covid_19 #COVID19 https://t.co/egSWM29Nc8"
302,1,"#INTERNACIONAL  ??????????? En India"""" la Policía arrestó a quienes violaron la cuarentena y los metió en una ambulancia con un falso paciente de #Coronavirus.  #Covid_19  https://t.co/DozwtNkX29"
303,1,"Argentina ha alcanzado este martes la cifra más alta de casos de coronavirus en un día desde que se inició la pandemia en el país. Según el Ministerio de Salud"""" 904 personas fueron confirmadas como positivos de covid-19 en las últimas 24 horas. https://t.co/JF36HRIFCN"
304,1,#Ecuador fue el tercer país de Latinoamérica en secuenciar el genoma completo de una cepa del nuevo #coronavirus o SARS-CoV-2. Hablamos con quien lideró el equipo científicos: https://t.co/e4hvyLHJIh
305,1,#URGENTE 1210 casos confirmados de coronavirus en El Oro. 189 fallecidos por COVID-19 en la provincia. https://t.co/kZz5A5RJio
306,1,Trucos para que no se te empañen los lentes cuando conduces con mascarilla / La Vanguardia  https://t.co/z19YHafSgs https://t.co/DOn5TJ2uCR
307,1,Santo Domingo de los Tsáchilas registra 1.111 casos positivos de COVID-19.  •994 contagiados en el cantón Santo Domingo •117 contagiados en La Concordia   Hasta el momento existen 78 fallecidos por coronavirus y 22 decesos probables de la pandemia y 2 sospechosos.   Fuente: COE https://t.co/czuXI3zCnX
308,1,"#TeInforma Falleció el médico de Wuhan contagiado de covid-19 cuya piel se oscureció Un doctor que trabajó con Li Wenliang"""" médico chino que alertó a las autoridades sobre la gravedad del nuevo coronavirus desde los primeros casos registrados. https://t.co/fDqPE0Zzn0"
309,1,"@eluniversocom @AsambleaEcuador @vicenteopi Gran noticia"""" y más aún en estos momentos que el #Ecuador necesita desesperadamente producir y vender más para reactivar su economía golpeada por el #paro de octubre y la crisis del #coronavirus #Covid_19"
310,1,??¡DESINFECCIÓN DE CONTENEDORES! ???????¡DESINFECTAMOS TUS ESPACIOS Y VEHÍCULOS! -- ¡EVITA MOLESTIAS A FUTURO! 16 años en servicio para su tranquilidad?? • Inf. 0982434333????  #coronavirus #Covid_19 #Samborondon #Ecuador #guayaquil #fumigacionguayaquil #desinfeccionguayaquil https://t.co/j0wHDuzUWV
311,1,Prefectura de Santo Domingo de los Tsáchilas pone a disposición un mapa de calor para conocer los sectores con más concentración de casos de COVID-19 en la provincia.  https://t.co/lAksQpduI8 https://t.co/gqHdbWFlHW
312,1,"El ministro de @Salud_Ec"""" @DrJuanCZevallos"""" aclaró que en #Quito se está llegando al máximo de la capacidad en las Unidades de Cuidados Intensivos"""" pero se habilitan más espacios para atender a los enfermos de #Covid_19 Más?https://t.co/IShJT6vciy https://t.co/s0PdjSnQ1Q"
313,1,La plataforma digital del Midis para consultar si es beneficiario del bono familiar universal de S/ 760 estará disponible hasta el miércoles 3 de junio a las 11:59 pm. https://t.co/74UkoHQCdL https://t.co/87HDwfC0Mn
314,1,Un fallecido y más de 20 adultos mayores contagiados de coronavirus en asilo de Ambato. ? https://t.co/uDWZY0ip6M  #coronavirusenEcuador https://t.co/w7MWkSNeFC
315,1,"El científico militar israelí Isaac Ben-Israel"""" presidente de la Agencia Espacial y del Consejo Nacional de Investigación y Desarrollo de Israel"""" asegura que la propagación del coronavirus disminuye a casi cero después de 70 días... https://t.co/IS7Jdnq0tL Vía:@revistavistazo"
316,1,"A un día de que #Quito cambie de color del semáforo"""" la ciudad registra 40 nuevos pacientes con #Covid_19  entre el 1 y 2 de junio. » https://t.co/o9mqxDdP3k https://t.co/9j21CHqfbz"
317,1,Los primeros pacientes con síntomas de #coronavirus acudieron a centro de atención temporal en vía de acceso a #Guayaquil ? https://t.co/X8OAFo6rOb https://t.co/4IxCMP4UrB
318,1,Gracias a mi querida Angela Bastos por hacerme parte de este trabajo transfronterizo sobre el Covid-19 en América Latina.  Aquí les dejo el link  https://t.co/TiCWU2sBx7
319,1,El mundo se desmorona muy rápido y cuando menos lo pensemos estaremos destrozados #JunioSorprendeme #junio2020 #coronavirus #Covid_19 #Anonymous
320,1,"La VERDAD detrás del Asesinato de #GeorgeFloy. Lo cierto es que nadie está hablando ya de “OBAMAGATE” que prometía convertirse en un gran escándalo. Ahora el gran montaje"""" es: Actor Benjamin Ray Bailey"""" uniformes"""" falsos"""" ambulancia sin personal médico"""" #coronavirus #Covid_19 https://t.co/3Rx0FyFmHR"
321,1,La mascarilla se ha convertido en la “prenda de vestir” más común desde que apareció la pandemia del #coronavirus en el mundo. Y es que su uso es primordial para evitar contagiarse de la #Covid_19.  Detalles en?  https://t.co/SDZB5zwG8B
322,1,[EN RESUMEN] | Hasta el 2 de junio #Ecuador registra 40.414 casos de #Covid_19 y 3.438 fallecidos. Las cifras oficiales también indican que hay 16.181 pacientes en aislamiento domiciliario y 252 personas hospitalizadas con pronóstico reservado. » https://t.co/o9mqxDdP3k https://t.co/VPUKQFSobf
323,1,"#ATENCIÓN | Las cifras oficiales dicen que hay 4.000 pacientes recuperados"""" 16.181 en aislamiento domiciliario y 252 personas hospitalizadas con pronóstico reservado. » https://t.co/o9mqxDdP3k #Covid_19 https://t.co/SW3WwuKghm"
324,1,"#ATENCIÓN | 4.620 pacientes han recibido el alta hospitalaria"""" mientras 11.399 obtuvieron el alta epidemiológica. » https://t.co/o9mqxDdP3k #Covid_19 https://t.co/e1EDYMvIqz"
325,1,PRUDENCIA VIAJEROS. PARA TOMARLO MUY EN CUENTA.  COVID-19: lista de los aeropuertos con más riesgo de contagio en el Mundo. https://t.co/fw1LAyz6Fm
326,1,"Hay que tomar muy en serio el pronóstico de recuperación de una de las #Aerolineas más sólidas y fuertes del mundo (Emirates)"""" que dice que les tomará cuatro años aproximadamente en volver a los estándares de normalidad pre Covid-19. https://t.co/DEj6DT0f4a"
327,1,?? #Deportes | @BarcelonaSC anunció que uno de sus colaboradores dio positivo para coronavirus a través de una rueda de prensa. ?? Los detalles ?? https://t.co/eHwMBYAzEa
328,1,"#ATENCIÓN  Son 11 conductores de buses urbanos de #Cuenca"""" los que dieron positivo para #Covid_19"""" luego de que el @MunicipioCuenca les realizará las respectivas pruebas. Las personas se encuentran en aislamiento. Fuente: @Informados_Ec  #Noticias #Ecuador #Coronavirus https://t.co/nKzsP5hdq0"
329,1,"Este derivado de la cloroquina es prohibido en algunos países y fomentado en otros. Pero"""" ¿es o no eficaz para tratar el nuevo #coronavirus? https://t.co/8ODtT11i09"
330,1,#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la transmisión del coronavirus #Covid19 &gt
331,1,"????02/06/2020 (por Pepito G.): """"""""Coronavirus (COVID-19"""" SARS-CoV-2): ACB"""" Quinteto Ideal"""" Macro Final “a 12”"""""""" https://t.co/V4P3Lzrux9????@mbegoibiza @FreddyEnguita @adejuanas @DCuadrado70 @canopan_teresa @cajoan @GonPerezC @Aitor_Arroyo_ @vane39671236 @Sergiosket @Montsemonsalve"
332,1,"????????Gracias por RT """"""""????29/05/2020 (por Pepito G.): """"""""Coronavirus (COVID-19"""" SARS-CoV-2): ACB"""" Macro Final (Twelve) de 12 Equipos"""""""" https://t.co/d00oUiH8tF????""""""""@FreddyEnguita @adejuanas @Higinio_Pulido Salud-Salut-Saúde-Gora zu (leído Gora ssu)-Cheers-Prost-Skål (Skóol)-Kanpai."
333,1,"Es aquí donde recuerdo las profecías #coronavirus  'En algún momento"""" las epidemias se agotan'"""" asegura virólogo italiano sobre el covid-19 | @elcomerciocom https://t.co/PwovlnQiYN"
334,1,Venezuela detecta 51 nuevos casos de Covid-19 y eleva la cifra total de contagios a 1.510 https://t.co/O8NfXtjsa1 #01jun
335,1,#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la transmisión del coronavirus #Covid19 &gt
336,1,#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la transmisión del coronavirus #Covid19 &gt
337,1,Variedad de productos para protegerse del Covid-19 CoronaVirus ??0980639399/0962974941 #CoronavirusEnEcuador #coronavirus #Covid_19 #GuayaquilEnEmergencia https://t.co/AIP7LKuIN1
338,1,"ministro de Salud"""" dice que para regreso a fútbol debe ser con prueba molecular"""" porque su estrategia implento y compró 1.4 millones de serologicas? Cuántas vidas se salvarían con dx oportunos con pruebas moleculares? https://t.co/EcylKFX9B5"
339,1,"América Latina"""" el actual epicentro de la pandemia"""" superó el millón de casos de la COVID-19. La mitad de ellos en Brasil:?? https://t.co/KWpOmjQaxG"
340,1,"Charly García está hospitalizado aunque descartan coronavirus """"""""Se le realizaron todos los estudios pertinentes. El test indicado para Covid-19 dio resultado negativo"""""""""""" dice el comunicado. García"""" de 68 años"""" permanecerá """"""""pocos días más internado"""""""" en una habitación común. https://t.co/rRrVSeOGbX"
341,1,El Ministro de Sanidad de España publicó un alentador informe en el que subrayó que en las últimas 24 horas no se presentaron muertes por  #Covid_19 en el país. Detalles en:  ? https://t.co/RVxV1congk
342,1,"??#NOTICIA: Crece la curva de contagios por Covid-19 en Santo Domingo. Con corte al 01 de junio"""" se registran 1095 casos positivos de coronavirus. Las Unidades de Cuidados Intensivos ya están copadas en la provincia.  (AF)  https://t.co/aerLiLak1w"
343,1,"LEAN Y DIFUNDAN. El coronavirus revela la desigualdad de la región"""" por Elmer Huerta https://t.co/A0HT5jUqOV vía @elcomercio_peru"
344,1,"#Día77 ?? COVID-19 ||  En la región #Piura"""" así terminamos mayo:  1?,? Casos confirmados: 7 mil 504 2?,? Fallecidos: 519 3?,? Letalidad: 6.92 %  Fuente: @Minsa_Peru  Información actualizada hasta las 00:00 horas del 31 de mayo.  #Coronavirus https://t.co/UjofryQIay"
345,1,"Tabatinga"""" Amazonas"""" Brazil #covid_19 #brazil #brasil #amazonas #amazonia #coronavirus #southamerica @Enric_Sala @ngbrasil survivalitalia @Survival @amazonwatch tribaltrust @ Tabatinga"""" Amazonas"""" Brazil https://t.co/iKOs4doLdM"
346,1,"Momento feliz del día:  Martín le pregunta seriamente a Siri si Papá Noel vendrá este año a pesar del covid-19. Si"""" él dice “covid-19” y no coronavirus ??   Cada día me enamoro más de mi ñaño??"
347,1,Excelente hilo para análisis sobre la situación de #coronavirus #Covid_19 en #Ecuador  #2Jun https://t.co/dZbD76zAUL
348,1,"A tres años del Fenómeno del Niño Costero"""" el Gobierno tiene previsto la suscripción del acuerdo gobierno a gobierno para las obras de reconstrucción la próxima semana y en pleno estado de emergencia por el Coronavirus (Covid 19).  https://t.co/yH2f1OvJWp https://t.co/OPw9gcZQao"
349,1,Excelente articulo con basta información sobre nuestros jugadores en Europa   #Covid_19 #COVID19 #COVID19Ecuador #coronavirus #CoronavirusenEcuador https://t.co/uw987gSXgQ
350,1,Un artículo muy interesante ¿Dónde está el #Covid_19? https://t.co/FTyDxtWWGC
351,1,"La Procuraduría"""" hace un llamado a los gobernantes de Nariño a implementar estrategias para evitar el aumento del Coronavirus. Así mismo buscar alivios para el pago de facturas de servicios públicos domiciliarios @gobnarino @alcaldiapasto https://t.co/yUKVmUARlR"
352,1,Bonus BioGroup ha completado un estudio preliminar de un nuevo medicamento que desarrollÃ³ para tratar la dificultad respiratoria aguda y potencialmente mortal en pacientes con COVID-19. Lea la noticia completa en: https://t.co/mXbKKcY4pT https://t.co/ACBsK1Z56H
353,1,#ATENCIÃ“N Pruebas rÃ¡pidas de COVID-19 que se venden en redes sociales pueden estar adulteradas y ocasionar daÃ±os a la salud
354,1,Eduardo Jurado forma parte del combo corrupto y cleptÃ³mano del gobierno de @Lenin Moreno que ha destruido a #Ecuador. Ahora con sus negociados en obras donde asoman las cabezas de @ottosonnenh y @CarlosJulio_JV @BDEcuadorBP. #COVIDãƒ¼19 #Covid_19 #CoronavirusEnEcuador #coronavirus https://t.co/Ig47hFSSuM
355,1,#LoMÃ¡sVisto Estudio da luces sobre las implicaciones del coronavirus en la salud sexual y reproductiva https://t.co/Kme0ojlMmk
